driver_id,driver_name,total_deliveries,total_failures,hist_failure_rate,total_revenue,avg_ticket,trips,driver_age,exp_tier,rate_h1,rate_h2,delta_h1_h2,improved_h1_h2,consistency_cv,months_active,intervention_quadrant,estimated_failure_cost,risk_flag
WDID10409,Kimberly Snyder,7,0,0.0,2158.49,308.3557,20,25,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10410,Ronald Spencer,7,0,0.0,1821.8,260.2571,78,25,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10411,Mark Trevino,7,0,0.0,2399.4,342.7714,76,25,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10412,Jeremy Phillips,7,0,0.0,2003.96,286.28,69,25,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10413,Valerie Greer,7,0,0.0,2254.72,322.1029,50,25,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10414,Christina Estrada,7,0,0.0,2160.13,308.59,23,25,Novato (≤25 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10415,Jerry Lamb,11,4,0.3636,4371.14,397.3764,55,25,Experiente (51+ trips),,,,,1.587,9,Instável — Coaching,283.3022,True
WDID10416,Sandra Henry,11,4,0.3636,2249.06,204.46,41,25,Intermediário (26–50 trips),,,,,1.414,7,Instável — Coaching,283.3022,True
WDID10417,James Velez,11,4,0.3636,2742.88,249.3527,21,25,Novato (≤25 trips),0.3333,0.4,0.0667,False,1.19,8,Instável — Coaching,283.3022,True
WDID10418,Kelsey Mitchell,11,4,0.3636,2662.47,242.0427,18,26,Novato (≤25 trips),0.5,0.2,-0.3,True,1.5,9,Instável — Coaching,283.3022,True
WDID10419,Valerie Davis,11,4,0.3636,2386.44,216.9491,29,26,Intermediário (26–50 trips),,,,,1.029,6,Instável — Coaching,283.3022,True
WDID10420,Heather King,11,4,0.3636,2844.13,258.5573,31,26,Intermediário (26–50 trips),0.5,0.2,-0.3,True,1.0,7,Instável — Coaching,283.3022,True
WDID10421,Jesse Solomon,11,4,0.3636,2902.99,263.9082,29,26,Intermediário (26–50 trips),,,,,1.335,7,Instável — Coaching,283.3022,True
WDID10422,Patrick Hall,11,4,0.3636,2532.47,230.2245,27,26,Intermediário (26–50 trips),,,,,1.38,8,Instável — Coaching,283.3022,True
WDID10423,Robert Wright,11,4,0.3636,1991.78,181.0709,63,26,Experiente (51+ trips),,,,,1.317,6,Instável — Coaching,283.3022,True
WDID10424,Sara Good,7,0,0.0,1044.26,149.18,77,26,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10425,Carol Simpson,7,0,0.0,3335.8,476.5429,63,26,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10426,Ricky Carter,7,0,0.0,2869.77,409.9671,55,26,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10427,Kristin Jones,7,0,0.0,2503.2,357.6,39,26,Intermediário (26–50 trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10428,Erika Cook,7,0,0.0,2156.49,308.07,15,26,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10429,Thomas Fletcher,7,0,0.0,2023.99,289.1414,78,26,Experiente (51+ trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10430,Mary Hall,7,0,0.0,1849.21,264.1729,56,22,Experiente (51+ trips),,,,,0.0,3,Referência — Boas Práticas,0.0,False
WDID10431,Billy Adams,7,0,0.0,1964.5,280.6429,61,26,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10432,Sara Garcia,7,0,0.0,2764.07,394.8671,51,27,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10433,Mark Mathews,7,0,0.0,2807.82,401.1171,41,27,Intermediário (26–50 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10434,Daniel Hall,7,0,0.0,1924.86,274.98,14,20,Novato (≤25 trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10435,Mark Allen,7,0,0.0,1877.1,268.1571,59,27,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10436,Jaime Fuller,7,0,0.0,1869.73,267.1043,65,27,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10437,Misty Jones,7,0,0.0,1661.37,237.3386,22,27,Novato (≤25 trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10438,Robert Richard,7,0,0.0,1645.6,235.0857,31,27,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10439,Faith Martin,7,0,0.0,2152.46,307.4943,36,27,Intermediário (26–50 trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10440,Sarah Mitchell,11,4,0.3636,2511.03,228.2755,33,27,Intermediário (26–50 trips),0.0,0.6667,0.6667,False,1.19,8,Instável — Coaching,283.3022,True
WDID10441,Sandra Case,11,4,0.3636,2961.32,269.2109,31,27,Intermediário (26–50 trips),,,,,1.182,8,Instável — Coaching,283.3022,True
WDID10442,Marc Waters,11,4,0.3636,4018.47,365.3155,12,27,Novato (≤25 trips),0.4,0.3333,-0.0667,True,1.414,8,Instável — Coaching,283.3022,True
WDID10443,Darryl Wilson,11,4,0.3636,3085.41,280.4918,62,27,Experiente (51+ trips),,,,,1.228,8,Instável — Coaching,283.3022,True
WDID10444,Jennifer Rasmussen,11,4,0.3636,2961.13,269.1936,14,27,Novato (≤25 trips),0.3333,0.4,0.0667,False,1.182,8,Instável — Coaching,283.3022,True
WDID10445,Denise Brown,11,4,0.3636,3250.5,295.5,56,28,Experiente (51+ trips),0.3333,0.4,0.0667,False,1.19,8,Instável — Coaching,283.3022,True
WDID10446,Theresa Fields,11,4,0.3636,3881.65,352.8773,22,28,Novato (≤25 trips),0.5,0.2,-0.3,True,1.281,7,Instável — Coaching,283.3022,True
WDID10447,Patricia Vance,11,4,0.3636,3915.84,355.9855,40,18,Intermediário (26–50 trips),,,,,1.19,8,Instável — Coaching,283.3022,True
WDID10448,Jennifer Thornton,11,4,0.3636,3158.94,287.1764,52,28,Experiente (51+ trips),,,,,1.05,7,Instável — Coaching,283.3022,True
WDID10449,Natasha White,11,4,0.3636,2833.21,257.5645,37,28,Intermediário (26–50 trips),,,,,1.029,6,Instável — Coaching,283.3022,True
WDID10450,Deborah Graham,11,4,0.3636,3965.94,360.54,30,28,Intermediário (26–50 trips),,,,,1.335,7,Instável — Coaching,283.3022,True
WDID10451,Charles Tate,7,0,0.0,2088.21,298.3157,21,28,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10452,Lawrence Lewis,7,0,0.0,1823.39,260.4843,27,28,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10453,Nicholas Kent,7,0,0.0,1529.41,218.4871,52,28,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10454,Sean Sheppard,7,0,0.0,1522.2,217.4571,47,28,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10455,Sarah Nicholson,7,0,0.0,2507.63,358.2329,29,28,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10456,Lori Carroll,7,0,0.0,3261.97,465.9957,30,28,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10457,Paul Delgado,7,0,0.0,2674.9,382.1286,19,28,Novato (≤25 trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10458,Tammy Hernandez,7,0,0.0,2080.35,297.1929,29,28,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10459,Brianna Diaz,7,0,0.0,1665.73,237.9614,70,28,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10460,Kyle Bishop,7,0,0.0,1844.21,263.4586,23,28,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10461,Hector Davis,7,0,0.0,1932.46,276.0657,68,28,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10462,Dalton Mills,7,0,0.0,1632.18,233.1686,37,39,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10463,Rebecca Lin,11,4,0.3636,4437.73,403.43,46,57,Intermediário (26–50 trips),0.5,0.2,-0.3,True,1.087,5,Instável — Coaching,283.3022,True
WDID10464,Paul Leach,11,4,0.3636,2595.86,235.9873,57,30,Experiente (51+ trips),0.2,0.5,0.3,False,1.469,8,Instável — Coaching,283.3022,True
WDID10465,Kirk Parker,11,4,0.3636,3104.32,282.2109,64,63,Experiente (51+ trips),,,,,1.708,7,Instável — Coaching,283.3022,True
WDID10466,Alison Knight,11,4,0.3636,2851.32,259.2109,13,29,Novato (≤25 trips),0.2,0.5,0.3,False,1.291,10,Instável — Coaching,283.3022,True
WDID10467,Amy Fox,11,4,0.3636,3462.87,314.8064,32,53,Intermediário (26–50 trips),,,,,1.096,7,Instável — Coaching,283.3022,True
WDID10468,Joan Melton,11,4,0.3636,4240.15,385.4682,40,31,Intermediário (26–50 trips),,,,,1.27,6,Instável — Coaching,283.3022,True
WDID10469,Leslie Powell,11,4,0.3636,2951.41,268.31,47,46,Intermediário (26–50 trips),0.3333,0.4,0.0667,False,1.186,9,Instável — Coaching,283.3022,True
WDID10470,Wendy Vincent,11,4,0.3636,3685.65,335.0591,35,32,Intermediário (26–50 trips),0.1667,0.6,0.4333,False,1.186,9,Instável — Coaching,283.3022,True
WDID10471,Amanda Malone,11,4,0.3636,3689.56,335.4145,44,60,Intermediário (26–50 trips),0.5,0.2,-0.3,True,1.18,6,Instável — Coaching,283.3022,True
WDID10472,Brent Green,11,4,0.3636,3189.56,289.96,55,35,Experiente (51+ trips),,,,,1.117,6,Instável — Coaching,283.3022,True
WDID10473,Matthew Wood,11,4,0.3636,3956.39,359.6718,55,40,Experiente (51+ trips),,,,,1.19,8,Instável — Coaching,283.3022,True
WDID10474,Aaron Garcia,11,4,0.3636,3269.81,297.2555,66,35,Experiente (51+ trips),,,,,1.118,7,Instável — Coaching,283.3022,True
WDID10475,Jeffery Taylor,11,4,0.3636,4054.01,368.5464,29,60,Intermediário (26–50 trips),0.4,0.3333,-0.0667,True,1.335,7,Instável — Coaching,283.3022,True
WDID10476,Scott Carter,11,4,0.3636,3370.11,306.3736,12,51,Novato (≤25 trips),,,,,1.38,8,Instável — Coaching,283.3022,True
WDID10477,Kristine Bradshaw,11,4,0.3636,4098.89,372.6264,27,50,Intermediário (26–50 trips),0.0,0.6667,0.6667,False,1.414,8,Instável — Coaching,283.3022,True
WDID10478,Joseph Lopez,11,4,0.3636,4281.76,389.2509,22,40,Novato (≤25 trips),0.1667,0.6,0.4333,False,1.466,8,Instável — Coaching,283.3022,True
WDID10479,Rebecca Duffy,11,4,0.3636,3513.41,319.4009,18,34,Novato (≤25 trips),,,,,1.058,7,Instável — Coaching,283.3022,True
WDID10480,Dr. Elizabeth Cooper DDS,11,4,0.3636,3027.46,275.2236,27,38,Intermediário (26–50 trips),,,,,1.183,6,Instável — Coaching,283.3022,True
WDID10481,Stephanie Johnson,11,4,0.3636,4051.27,368.2973,45,44,Intermediário (26–50 trips),0.4,0.3333,-0.0667,True,1.096,7,Instável — Coaching,283.3022,True
WDID10482,Robert Jones,11,4,0.3636,3866.92,351.5382,32,61,Intermediário (26–50 trips),,,,,1.182,8,Instável — Coaching,283.3022,True
WDID10483,Glenn Anderson,11,4,0.3636,4123.62,374.8745,55,40,Experiente (51+ trips),0.6,0.1667,-0.4333,True,1.335,7,Instável — Coaching,283.3022,True
WDID10484,Sean Walker,11,4,0.3636,4007.63,364.33,16,29,Novato (≤25 trips),,,,,1.118,7,Instável — Coaching,283.3022,True
WDID10485,Gina Martinez,11,4,0.3636,3608.44,328.04,16,32,Novato (≤25 trips),0.3333,0.4,0.0667,False,1.355,10,Instável — Coaching,283.3022,True
WDID10486,Taylor Pope,11,4,0.3636,2391.14,217.3764,45,54,Intermediário (26–50 trips),0.3333,0.4,0.0667,False,1.262,6,Instável — Coaching,283.3022,True
WDID10487,Jack Williams,11,4,0.3636,3786.28,344.2073,42,50,Intermediário (26–50 trips),0.5,0.2,-0.3,True,1.133,8,Instável — Coaching,283.3022,True
WDID10488,Scott Alvarez,11,4,0.3636,2489.77,226.3427,60,29,Experiente (51+ trips),,,,,1.243,8,Instável — Coaching,283.3022,True
WDID10489,Jessica Patterson,11,4,0.3636,2719.54,247.2309,24,48,Novato (≤25 trips),0.3333,0.4,0.0667,False,1.414,8,Instável — Coaching,283.3022,True
WDID10490,Joan Brooks,11,4,0.3636,2456.59,223.3264,65,44,Experiente (51+ trips),,,,,1.38,8,Instável — Coaching,283.3022,True
WDID10491,Cristina Martin,11,4,0.3636,2546.98,231.5436,57,44,Experiente (51+ trips),,,,,1.414,8,Instável — Coaching,283.3022,True
WDID10492,Christie Ramirez,11,4,0.3636,2540.13,230.9209,55,36,Experiente (51+ trips),,,,,1.463,7,Instável — Coaching,283.3022,True
WDID10493,Justin Reynolds,11,4,0.3636,2796.11,254.1918,63,35,Experiente (51+ trips),0.6,0.1667,-0.4333,True,1.182,8,Instável — Coaching,283.3022,True
WDID10494,Doris Li,11,4,0.3636,3478.3,316.2091,70,47,Experiente (51+ trips),0.1667,0.6,0.4333,False,1.414,8,Instável — Coaching,283.3022,True
WDID10495,Priscilla White,11,4,0.3636,3876.74,352.4309,46,64,Intermediário (26–50 trips),0.5,0.2,-0.3,True,1.058,7,Instável — Coaching,283.3022,True
WDID10496,Keith Coffey,11,4,0.3636,2948.58,268.0527,28,57,Intermediário (26–50 trips),,,,,1.466,8,Instável — Coaching,283.3022,True
WDID10497,Heather Davis,11,4,0.3636,2300.5,209.1364,41,38,Intermediário (26–50 trips),0.1667,0.6,0.4333,False,1.466,8,Instável — Coaching,283.3022,True
WDID10498,Alan Woodward,11,4,0.3636,3110.33,282.7573,76,36,Experiente (51+ trips),0.4,0.3333,-0.0667,True,1.118,7,Instável — Coaching,283.3022,True
WDID10499,Brian Wheeler IV,11,4,0.3636,3729.92,339.0836,37,64,Intermediário (26–50 trips),0.4,0.3333,-0.0667,True,1.249,9,Instável — Coaching,283.3022,True
WDID10500,William Lee,11,4,0.3636,3603.93,327.63,65,50,Experiente (51+ trips),0.3333,0.4,0.0667,False,1.262,6,Instável — Coaching,283.3022,True
WDID10501,Caroline Smith,11,4,0.3636,3946.44,358.7673,64,49,Experiente (51+ trips),,,,,1.133,8,Instável — Coaching,283.3022,True
WDID10502,Heather Johnson,11,4,0.3636,3902.32,354.7564,44,38,Intermediário (26–50 trips),,,,,1.069,8,Instável — Coaching,283.3022,True
WDID10503,Alec Rodriguez,11,4,0.3636,3737.71,339.7918,71,42,Experiente (51+ trips),0.5,0.2,-0.3,True,1.058,7,Instável — Coaching,283.3022,True
WDID10504,Tracey Thomas,11,4,0.3636,3804.19,345.8355,57,35,Experiente (51+ trips),0.1667,0.6,0.4333,False,1.332,7,Instável — Coaching,283.3022,True
WDID10505,Paula Case,11,4,0.3636,4869.28,442.6618,16,62,Novato (≤25 trips),0.2,0.5,0.3,False,1.029,6,Instável — Coaching,283.3022,True
WDID10506,Timothy Brown,11,4,0.3636,5088.32,462.5745,12,37,Novato (≤25 trips),0.5,0.2,-0.3,True,1.133,8,Instável — Coaching,283.3022,True
WDID10507,Mark James,11,4,0.3636,4937.79,448.89,46,50,Intermediário (26–50 trips),,,,,1.186,9,Instável — Coaching,283.3022,True
WDID10508,Adam Wilson,11,4,0.3636,3436.87,312.4427,36,53,Intermediário (26–50 trips),0.2,0.5,0.3,False,1.38,8,Instável — Coaching,283.3022,True
WDID10509,Timothy Francis,11,4,0.3636,5042.36,458.3964,33,54,Intermediário (26–50 trips),,,,,1.249,9,Instável — Coaching,283.3022,True
WDID10510,Oscar Shah,11,4,0.3636,3050.67,277.3336,50,32,Intermediário (26–50 trips),,,,,1.146,5,Instável — Coaching,283.3022,True
WDID10511,Dr. Dustin Sherman DVM,11,4,0.3636,2476.39,225.1264,55,32,Experiente (51+ trips),,,,,1.19,8,Instável — Coaching,283.3022,True
WDID10512,Jason Evans,11,4,0.3636,2915.66,265.06,62,57,Experiente (51+ trips),0.0,0.6667,0.6667,False,1.852,8,Instável — Coaching,283.3022,True
WDID10513,Andrew Reid,11,4,0.3636,2414.22,219.4745,39,56,Intermediário (26–50 trips),,,,,1.19,8,Instável — Coaching,283.3022,True
WDID10514,Mary Lee,11,4,0.3636,2715.71,246.8827,23,50,Novato (≤25 trips),0.5,0.2,-0.3,True,1.011,6,Instável — Coaching,283.3022,True
WDID10515,Kelly Anderson,11,4,0.3636,1737.6,157.9636,43,59,Intermediário (26–50 trips),,,,,1.708,7,Instável — Coaching,283.3022,True
WDID10516,Leah Shelton,11,4,0.3636,2394.3,217.6636,68,59,Experiente (51+ trips),0.3333,0.4,0.0667,False,1.029,6,Instável — Coaching,283.3022,True
WDID10517,Timothy Brown,11,4,0.3636,2794.32,254.0291,49,37,Intermediário (26–50 trips),0.6,0.1667,-0.4333,True,1.247,7,Instável — Coaching,283.3022,True
WDID10518,Nicholas Hendricks,11,4,0.3636,4233.14,384.8309,19,42,Novato (≤25 trips),,,,,1.118,7,Instável — Coaching,283.3022,True
WDID10519,Bradley Bradford,11,4,0.3636,3455.41,314.1282,43,51,Intermediário (26–50 trips),0.5,0.2,-0.3,True,1.182,8,Instável — Coaching,283.3022,True
WDID10520,Janet Smith,11,4,0.3636,3379.39,307.2173,76,58,Experiente (51+ trips),0.4,0.3333,-0.0667,True,1.269,7,Instável — Coaching,283.3022,True
WDID10521,Gabriel Fox,11,4,0.3636,2557.97,232.5427,49,47,Intermediário (26–50 trips),,,,,0.965,6,Instável — Coaching,283.3022,True
WDID10522,Michelle Hess,11,4,0.3636,2765.13,251.3755,74,49,Experiente (51+ trips),0.5,0.2,-0.3,True,1.299,9,Instável — Coaching,283.3022,True
WDID10523,Laura Hampton,11,4,0.3636,4135.47,375.9518,73,56,Experiente (51+ trips),0.4,0.3333,-0.0667,True,1.133,8,Instável — Coaching,283.3022,True
WDID10524,Angela Evans,11,4,0.3636,3610.9,328.2636,73,65,Experiente (51+ trips),,,,,0.839,5,Instável — Coaching,283.3022,True
WDID10525,Kevin Morales,11,4,0.3636,5410.99,491.9082,75,60,Experiente (51+ trips),0.3333,0.4,0.0667,False,1.249,9,Instável — Coaching,283.3022,True
WDID10526,Megan Hunt,11,4,0.3636,3916.93,356.0845,58,54,Experiente (51+ trips),,,,,1.133,8,Instável — Coaching,283.3022,True
WDID10527,Matthew Brown,11,4,0.3636,4306.01,391.4555,68,48,Experiente (51+ trips),,,,,1.335,7,Instável — Coaching,283.3022,True
WDID10528,Betty Brown,11,4,0.3636,3596.82,326.9836,52,54,Experiente (51+ trips),0.4,0.3333,-0.0667,True,1.299,9,Instável — Coaching,283.3022,True
WDID10529,Jasmine Smith,11,4,0.3636,3215.04,292.2764,66,59,Experiente (51+ trips),0.0,0.8,0.8,False,1.133,8,Instável — Coaching,283.3022,True
WDID10530,Courtney Schroeder,11,4,0.3636,4404.97,400.4518,50,37,Intermediário (26–50 trips),,,,,1.308,9,Instável — Coaching,283.3022,True
WDID10531,Brian Ellis,11,4,0.3636,3399.52,309.0473,75,64,Experiente (51+ trips),0.3333,0.4,0.0667,False,1.182,8,Instável — Coaching,283.3022,True
WDID10532,Kelly Sosa,11,4,0.3636,3340.7,303.7,34,43,Intermediário (26–50 trips),0.4,0.3333,-0.0667,True,1.19,8,Instável — Coaching,283.3022,True
WDID10533,Michelle Robinson,11,4,0.3636,3435.76,312.3418,45,41,Intermediário (26–50 trips),,,,,0.965,6,Instável — Coaching,283.3022,True
WDID10534,Jared Cooper,11,4,0.3636,3929.94,357.2673,25,57,Novato (≤25 trips),,,,,1.459,5,Instável — Coaching,283.3022,True
WDID10535,Amanda King,11,4,0.3636,4315.86,392.3509,28,54,Intermediário (26–50 trips),0.3333,0.4,0.0667,False,1.182,8,Instável — Coaching,283.3022,True
WDID10536,Scott Wallace,11,4,0.3636,3577.28,325.2073,71,63,Experiente (51+ trips),,,,,1.55,8,Instável — Coaching,283.3022,True
WDID10537,Veronica Taylor,11,4,0.3636,2485.65,225.9682,72,64,Experiente (51+ trips),,,,,1.011,6,Instável — Coaching,283.3022,True
WDID10538,Stephen Kent,11,4,0.3636,3576.71,325.1555,36,51,Intermediário (26–50 trips),0.4,0.3333,-0.0667,True,1.133,8,Instável — Coaching,283.3022,True
WDID10539,Tracy Adkins,11,4,0.3636,3001.76,272.8873,69,56,Experiente (51+ trips),,,,,1.07,6,Instável — Coaching,283.3022,True
WDID10540,Brittany Rodriguez,11,4,0.3636,2721.11,247.3736,32,62,Intermediário (26–50 trips),,,,,1.512,8,Instável — Coaching,283.3022,True
WDID10541,Heidi Owens,11,4,0.3636,3669.69,333.6082,22,41,Novato (≤25 trips),,,,,1.19,8,Instável — Coaching,283.3022,True
WDID10542,Antonio Johnson,11,4,0.3636,2690.19,244.5627,42,29,Intermediário (26–50 trips),,,,,1.182,8,Instável — Coaching,283.3022,True
WDID10543,Mr. Kenneth Adams,11,4,0.3636,3107.53,282.5027,62,60,Experiente (51+ trips),0.4,0.3333,-0.0667,True,1.058,7,Instável — Coaching,283.3022,True
WDID10544,Kevin Morris,11,4,0.3636,3058.72,278.0655,31,64,Intermediário (26–50 trips),0.6,0.1667,-0.4333,True,0.894,6,Instável — Coaching,283.3022,True
WDID10545,Dr. Daniel Harris MD,11,4,0.3636,4308.94,391.7218,59,36,Experiente (51+ trips),,,,,1.335,7,Instável — Coaching,283.3022,True
WDID10546,Crystal Bryant,11,4,0.3636,4150.2,377.2909,71,55,Experiente (51+ trips),0.6,0.1667,-0.4333,True,1.182,8,Instável — Coaching,283.3022,True
WDID10547,Laura Coleman,11,3,0.2727,4614.24,419.4764,55,33,Experiente (51+ trips),0.3333,0.2,-0.1333,True,1.55,8,Instável — Coaching,212.4767,True
WDID10548,Chase Ball,11,3,0.2727,4876.59,443.3264,19,47,Novato (≤25 trips),,,,,1.247,7,Instável — Coaching,212.4767,True
WDID10549,Alfred Cardenas,11,3,0.2727,2899.91,263.6282,45,43,Intermediário (26–50 trips),,,,,1.466,8,Instável — Coaching,212.4767,True
WDID10550,Andrew Stone,11,3,0.2727,2682.8,243.8909,67,40,Experiente (51+ trips),,,,,1.755,7,Instável — Coaching,212.4767,True
WDID10551,Danielle Campos,11,3,0.2727,3414.19,310.3809,65,48,Experiente (51+ trips),,,,,1.377,7,Instável — Coaching,212.4767,True
WDID10552,Ashley Coleman,11,3,0.2727,2669.84,242.7127,36,46,Intermediário (26–50 trips),,,,,1.708,7,Instável — Coaching,212.4767,True
WDID10553,Alisha Lopez,11,3,0.2727,3454.12,314.0109,37,51,Intermediário (26–50 trips),0.3333,0.2,-0.1333,True,1.281,7,Instável — Coaching,212.4767,True
WDID10554,Sharon Myers,11,3,0.2727,3635.54,330.5036,37,51,Intermediário (26–50 trips),0.1667,0.4,0.2333,False,1.512,8,Instável — Coaching,212.4767,True
WDID10555,Hannah Soto,11,3,0.2727,4099.87,372.7155,25,47,Novato (≤25 trips),,,,,1.332,7,Instável — Coaching,212.4767,True
WDID10556,Donna Massey,11,3,0.2727,3668.65,333.5136,25,65,Novato (≤25 trips),,,,,1.674,9,Instável — Coaching,212.4767,True
WDID10557,Jesse Hardy,11,3,0.2727,2815.98,255.9982,56,34,Experiente (51+ trips),,,,,1.587,9,Instável — Coaching,212.4767,True
WDID10558,Stacy Booth,11,3,0.2727,3276.5,297.8636,59,54,Experiente (51+ trips),,,,,1.5,9,Instável — Coaching,212.4767,True
WDID10559,Thomas White,11,3,0.2727,3342.12,303.8291,67,30,Experiente (51+ trips),,,,,1.55,8,Instável — Coaching,212.4767,True
WDID10560,Justin Randall,11,3,0.2727,3102.77,282.07,60,52,Experiente (51+ trips),,,,,1.414,7,Instável — Coaching,212.4767,True
WDID10561,Monique Bentley,11,3,0.2727,3663.68,333.0618,24,37,Novato (≤25 trips),0.2,0.3333,0.1333,False,1.512,8,Instável — Coaching,212.4767,True
WDID10562,Nicolas Humphrey,11,3,0.2727,3570.75,324.6136,67,33,Experiente (51+ trips),0.3333,0.2,-0.1333,True,1.403,6,Instável — Coaching,212.4767,True
WDID10563,Thomas Powell,11,3,0.2727,2815.1,255.9182,44,34,Intermediário (26–50 trips),0.5,0.0,-0.5,True,1.817,6,Instável — Coaching,212.4767,True
WDID10564,Steven Cooper,11,3,0.2727,3239.43,294.4936,55,35,Experiente (51+ trips),,,,,1.549,6,Instável — Coaching,212.4767,True
WDID10565,Jeffrey Moreno,11,3,0.2727,3459.87,314.5336,14,58,Novato (≤25 trips),0.1667,0.4,0.2333,False,1.55,8,Instável — Coaching,212.4767,True
WDID10566,Danielle Castillo,11,3,0.2727,3088.05,280.7318,44,65,Intermediário (26–50 trips),0.2,0.3333,0.1333,False,1.414,7,Instável — Coaching,212.4767,True
WDID10567,Angel Meyer,11,3,0.2727,2381.46,216.4964,66,58,Experiente (51+ trips),,,,,1.463,7,Instável — Coaching,212.4767,True
WDID10568,Christine Callahan,11,3,0.2727,3367.03,306.0936,73,42,Experiente (51+ trips),,,,,1.463,7,Instável — Coaching,212.4767,True
WDID10569,Alexandra Jones,11,3,0.2727,4022.47,365.6791,60,30,Experiente (51+ trips),,,,,1.549,6,Instável — Coaching,212.4767,True
WDID10570,Cynthia Barnes,11,3,0.2727,3492.99,317.5445,27,41,Intermediário (26–50 trips),0.1667,0.4,0.2333,False,1.332,7,Instável — Coaching,212.4767,True
WDID10571,Thomas Greene,11,3,0.2727,2209.9,200.9,37,40,Intermediário (26–50 trips),0.1667,0.4,0.2333,False,1.31,6,Instável — Coaching,212.4767,True
WDID10572,Scott Brown,11,3,0.2727,3493.71,317.61,56,56,Experiente (51+ trips),,,,,1.673,6,Instável — Coaching,212.4767,True
WDID10573,Angela Wright,11,3,0.2727,2510.26,228.2055,31,63,Intermediário (26–50 trips),0.1667,0.4,0.2333,False,1.332,7,Instável — Coaching,212.4767,True
WDID10574,Kenneth Clark,11,3,0.2727,2638.08,239.8255,73,34,Experiente (51+ trips),,,,,1.31,6,Instável — Coaching,212.4767,True
WDID10575,Stacy Garcia,11,3,0.2727,2981.46,271.0418,41,36,Intermediário (26–50 trips),,,,,1.732,7,Instável — Coaching,212.4767,True
WDID10576,Raymond Cherry Jr.,11,3,0.2727,2741.97,249.27,45,32,Intermediário (26–50 trips),,,,,1.295,5,Instável — Coaching,212.4767,True
WDID10577,Ruth Diaz,11,3,0.2727,2982.94,271.1764,72,50,Experiente (51+ trips),,,,,1.512,8,Instável — Coaching,212.4767,True
WDID10578,Jeremy Cox MD,11,3,0.2727,2570.91,233.7191,58,57,Experiente (51+ trips),,,,,1.732,7,Instável — Coaching,212.4767,True
WDID10579,Amanda Lin,11,3,0.2727,3155.3,286.8455,66,39,Experiente (51+ trips),,,,,1.549,6,Instável — Coaching,212.4767,True
WDID10580,Rhonda Johnson,11,3,0.2727,2958.0,268.9091,67,50,Experiente (51+ trips),,,,,2.035,9,Instável — Coaching,212.4767,True
WDID10581,Cheyenne Randolph,11,3,0.2727,2670.61,242.7827,47,60,Intermediário (26–50 trips),0.3333,0.2,-0.1333,True,1.38,8,Instável — Coaching,212.4767,True
